client,model,question_id,category,status,score_0_to_5,scorer_notes,hallucination_count,missed_source_risk,scoring_basis
gemini,gemini-3.1-pro-preview,Q088,"Overpayment, Social Fund, and staff-directory dark data",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q088,"Overpayment, Social Fund, and staff-directory dark data",completed,2,"Only identifies synthetic status; misses HR extract date, missing-data note, grade-format reason, name format, and refresh date.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q089,"Overpayment, Social Fund, and staff-directory dark data",completed,5,"Fully matches all required names, grades, directorates, locations, and roles.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q089,"Overpayment, Social Fund, and staff-directory dark data",completed,5,"Correctly identifies all three role holders with grades, directorates, locations, and source.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q089,"Overpayment, Social Fund, and staff-directory dark data",completed,3,"Correct names, but omits grades, directorates, locations, and role wording detail.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q089,"Overpayment, Social Fund, and staff-directory dark data",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q089,"Overpayment, Social Fund, and staff-directory dark data",completed,0,Non-answer; no role-holder mappings supplied.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q090,"Overpayment, Social Fund, and staff-directory dark data",completed,5,Fully correct; includes all four entries and missing fields.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q090,"Overpayment, Social Fund, and staff-directory dark data",completed,5,Identifies all four missing-field cases and which field is missing.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q090,"Overpayment, Social Fund, and staff-directory dark data",completed,5,Fully correct on all four missing-field cases.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q090,"Overpayment, Social Fund, and staff-directory dark data",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q090,"Overpayment, Social Fund, and staff-directory dark data",completed,0,Non-answer; missing-field cases are not identified.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q091,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Fully matches total and category figures.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q091,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Fully matches total figures and category breakdown.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q091,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Fully matches total and category figures; extra detail does not conflict with the rubric.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q091,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q091,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,0,Non-answer; says figures are unavailable despite gold answer providing them.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q092,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Complete; includes all required non-compliance, complaints, staff figures, and missed-target caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q092,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Includes telephone, digital, signage, complaints, staff-language figures, and missed-target caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q092,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Complete and precise against all required elements.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q092,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q092,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,0,Non-answer; does not provide any required figures.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q093,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Complete and includes all required caveats.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q093,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Includes total/category costs, forward-plan items, and missed-deadline/unpublished-report caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q093,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Fully satisfies costs, plans, and caveat requirements.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q093,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q093,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,0,Non-answer; no cost or plan details provided.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q094,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,3,"Lists all four groups and extension caveat, but omits the legacy benefits list, Move to UC framing, and March 2025 target in the main answer.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q094,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,4,Identifies all four groups and legacy benefits; Move to UC is implicit but not named directly in the answer text. March 2025 target and extension caveat are in caveats.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q094,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,3,"Gives all four affected groups and extension caveat, but omits the legacy benefits list and does not mention Move to UC in the answer.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q094,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q094,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,0,Non-answer; does not provide required affected groups or timeline details.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q095,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Complete against rubric, including Annex C caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q095,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Covers disability, sex, race/ethnicity, and missing Annex C mitigation caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q095,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Fully satisfies all required protected-characteristic and mitigation details.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q095,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q095,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,0,"Non-answer; no disability, sex, race, or mitigation details.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q096,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Complete; includes required metrics, four-month delay, and multiple action references.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q096,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Includes RAG, notice/completion/call metrics, delay, and sufficient action references with owners/dates.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q096,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Fully matches programme metrics and action requirements.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q096,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q096,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,0,Non-answer; no programme metrics or actions.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q097,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Complete and accurate against all required points.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q097,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Includes all required finance figures, IT capacity risk, judicial review risk, and AOB points.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q097,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Fully satisfies finance, risk, and AOB requirements.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q097,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q097,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,0,"Non-answer; no finance, risk, or AOB details.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q098,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,2,"Strong OCR/source-risk caveats but omits the 12 monthly processing-time values, the 95%/35-day target, and December seasonal caveat.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q098,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Includes low-OCR warning, all monthly values, target, December caveat, and manual-review warning.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q098,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,"Complete against rubric, including OCR artefacts and manual-review warning.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q098,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q098,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,1,"Only gives generic OCR caution; omits specific low-OCR evidence, all monthly values, target, December caveat, and manual-review detail.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q099,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Lists all five source IDs and cites the topic page.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q099,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Lists all five source IDs and cites the topic page.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q099,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,5,Fully correct source list with topic-page citation.,0,0,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q099,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q099,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,2,Confirms only two of five sources and does not provide the full topic-page list.,0,1,human_written_benchmark_rubric_codex_review_2026-04-20
claude,local-settings-managed,Q100,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,4,"Strong coverage of lint flags, OCR, missing annex, and Welsh caveats, but omits UF-OVERPAYMENT-RECOVERY-PROCEDURES-V2-3 known-error/out-of-date-rates caveat. Also incorrectly describes medium extraction as low OCR for some sources.",1,1,human_written_benchmark_rubric_codex_review_2026-04-20
codex,gpt-5.4,Q100,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,4,"Captures most required caveats, including five lint-style flags, OCR, missing annex, and Welsh missed targets, but misses the overpayment known-errors/out-of-date-rates caveat.",0,0,human_written_benchmark_rubric_codex_review_2026-04-20
codex-mcp,gpt-5.4,Q100,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,3,"Provides general caveat categories and several source IDs, but omits DOC-HB-009 replacement detail, overpayment known-error/update caveat, and specific Welsh missed-target/unpublished-follow-up caveat.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
gemini,gemini-3.1-pro-preview,Q100,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",quota_exhausted,0,"Status is quota_exhausted, so score is 0.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
microsoft-copilot,gpt-5-thinking-ui-selected,Q100,"Welsh language, UC migration, OCR, statistics, and source-risk synthesis",completed,2,"Only gives generic caveat classes; lacks most required source IDs and specific OCR, missing-annex, overpayment, and Welsh missed-target caveats.",0,1,human_written_benchmark_rubric_codex_review_2026-04-20
